outcome,policy,h,theta_A,P_A,lo,hi,se_theta_A,ci_theta_lo,ci_theta_hi,im_lo,im_hi,lam_star
unrate,1,17,-0.36916577895029956,0.6691729323308271,-0.9164339203710667,1.274543523237956,0.18572199594958871,-0.7344302811956309,-0.11291797213277044,-1.2248302121893564,1.8414411991336035,1.1158874681906783
unrate,1,18,-0.3720769935771935,0.6691729323308271,-0.9482056046533791,1.3487868765496283,0.1880112061178425,-0.7385438911798595,-0.10517760617341454,-1.2703442618683454,1.9414283699426793,1.1246872760401532
unrate,1,19,-0.3455484831770399,0.6691729323308271,-0.9362524826013463,1.360739998601661,0.2111413771247929,-0.7519556320328032,-0.053131767773033634,-1.268088122387744,1.9506155613782918,1.0444988241487798
unrate,1,20,-0.3515787726810242,0.6691729323308271,-0.9398120172995739,1.4278571556327568,0.22652491621151277,-0.807012116535673,-0.05156969833671232,-1.2840754038342617,2.045361389290358,1.0627267446949142
unrate,1,21,-0.271848100836529,0.6691729323308271,-0.895615163259503,1.4720540096728274,0.2114025319411325,-0.6739480449915167,0.017654736725555953,-1.2376453042976616,2.0722094426086732,0.8217226684376899
unrate,1,22,-0.2683144094571816,0.6691729323308271,-0.8753690964234653,1.5276384223735273,0.21606124159590423,-0.6680839084042148,0.03759327069577767,-1.2196484385906001,2.1481652671418,0.8110412831319354
unrate,1,23,-0.24103886772539815,0.6691729323308271,-0.8946165829714169,1.6144059734195604,0.21240559251978255,-0.6261332404077347,0.07706943209972156,-1.2500241123335676,2.2494489608815047,0.7285947592608626
unrate,1,24,-0.24168988311720596,0.6691729323308271,-0.9096018114880068,1.6347590907676326,0.23628478508303455,-0.6549644753047378,0.12300231755324031,-1.278245830013615,2.286423777616945,0.7305626012406453
unrate,-1,1,0.033306592088436664,0.593984962406015,-0.16064771130083397,0.2521342435863846,0.0371472337639769,-0.016071073720214976,0.10561429008025736,-0.22393290492770387,0.32206775363383505,0.08203290273633473
unrate,-1,2,0.06523459263760578,0.593984962406015,-0.20160433117111473,0.4863655936409157,0.05847010788528945,-0.03131973759740672,0.15372418620446418,-0.2972058530921292,0.6138576791956054,0.1606703855703994
unrate,-1,3,0.05500039630266279,0.593984962406015,-0.22278397102173877,0.6945092620609683,0.08693960053048364,-0.09149749913946575,0.18736921211277463,-0.33528695468020675,0.8959030748819717,0.1354639390417435
unrate,-1,4,0.17011190716117566,0.593984962406015,-0.1909918498717993,0.9097600298274485,0.10199066838940733,0.004177256352575598,0.3434708257871418,-0.3340422234254694,1.1389868288042329,0.4189793268969696
unrate,-1,5,0.20043996850625237,0.593984962406015,-0.2207759055419941,1.0634346207737957,0.1047610567035697,0.015775593937446764,0.36058599278878084,-0.38125811934084297,1.3286234167147841,0.4936762187283622
unrate,-1,6,0.19468770187122506,0.593984962406015,-0.24179746140881905,1.2258717115235123,0.12916853676543918,-0.019555133274145153,0.40064557891889724,-0.4199924096175017,1.5448030997680062,0.47950859905320237
unrate,-1,7,0.2981063283860152,0.593984962406015,-0.28425850072706577,1.412733980475942,0.14404285356921323,0.09751355313068782,0.564561070852785,-0.4979692213349258,1.7625539197495268,0.7342248458396299
unrate,-1,8,0.3271431584785642,0.593984962406015,-0.3150247163160736,1.6112910731576109,0.18252525124190533,0.09379003560485621,0.7039065658194062,-0.5655905879897685,2.0155307099169386,0.8057414829194264
unrate,-1,9,0.44469114337520826,0.593984962406015,-0.2979332723752213,1.7201118404067337,0.17590496329807742,0.23160419196512394,0.8209690625723094,-0.5648769978665271,2.1199864568161573,1.0952578160907904
unrate,-1,10,0.5310310964831901,0.593984962406015,-0.28778043050029234,1.8678586672440687,0.1890163494376813,0.3146284885650452,0.9543246674302193,-0.578100818901099,2.292674462656096,1.3079099228197089
unrate,-1,11,0.6379929517760908,0.593984962406015,-0.23289564586947625,2.0144727751831555,0.20546962956485293,0.42970022690994436,1.1062309295179005,-0.538287330019322,2.463868955091272,1.571353010855927
unrate,-1,12,0.6461332455657528,0.593984962406015,-0.2820383752768407,2.1029240307381962,0.2204315605898742,0.42464245719262006,1.1439368270588197,-0.6105919053481836,2.5828125324473636,1.5914022529675018
unrate,-1,13,0.6858238252414544,0.593984962406015,-0.28630510886187094,2.2821159437697083,0.24498349538656616,0.46550099043796944,1.2631046696155321,-0.6410390255799973,2.8067033553206953,1.6891586806872854
unrate,-1,14,0.736450903974463,0.593984962406015,-0.2986946282377866,2.361455747702063,0.28718744951357533,0.46267872841262725,1.4106552799348366,-0.6867397027695124,2.914449756507612,1.8138513005296955
